i,j,P,Q,est
4,8,X,Z,-0.18
4,8,Y,X,0.09
4,8,Y,Y,0.09
4,8,Y,Z,-0.36
4,8,Z,X,0.18
4,8,Z,Y,0.0
4,8,Z,Z,1.17
4,9,X,X,-0.63
4,9,X,Y,0.27
4,9,X,Z,0.09
4,9,Y,X,0.09
4,9,Y,Y,0.0
4,9,Y,Z,-0.45
4,9,Z,X,0.27
4,9,Z,Y,0.36
4,9,Z,Z,1.08
4,10,X,X,-0.27
4,10,X,Y,0.45
4,10,X,Z,-0.09
4,10,Y,X,0.0
4,10,Y,Y,0.0
4,10,Y,Z,-0.54
4,10,Z,X,0.09
4,10,Z,Y,0.18
4,10,Z,Z,1.26
4,11,X,X,0.36
4,11,X,Y,-0.18
4,11,X,Z,0.27
4,11,Y,X,-0.18
4,11,Y,Y,0.36
4,11,Y,Z,-0.18
4,11,Z,X,0.27
4,11,Z,Y,-0.09
4,11,Z,Z,0.81
4,12,X,X,0.45
4,12,X,Y,0.09
4,12,X,Z,-0.09
4,12,Y,X,0.09
4,12,Y,Y,-0.27
4,12,Y,Z,-0.36
4,12,Z,X,0.09
4,12,Z,Y,0.18
4,12,Z,Z,0.9
4,13,X,X,0.09
4,13,X,Y,-0.27
4,13,X,Z,0.27
4,13,Y,X,0.0
4,13,Y,Y,-0.81
4,13,Y,Z,-0.63
4,13,Z,X,-0.54
4,13,Z,Y,-0.09
4,13,Z,Z,1.08
4,14,X,X,-0.18
4,14,X,Y,-0.18
4,14,X,Z,-0.45
4,14,Y,X,-0.45
4,14,Y,Y,0.0
4,14,Y,Z,-0.45
4,14,Z,X,-0.36
4,14,Z,Y,-0.18
4,14,Z,Z,0.99
4,15,X,X,0.36
4,15,X,Y,-0.18
4,15,X,Z,0.45
4,15,Y,X,0.45
4,15,Y,Y,0.09
4,15,Y,Z,0.0
4,15,Z,X,0.0
4,15,Z,Y,0.36
4,15,Z,Z,1.17
4,16,X,X,-0.27
4,16,X,Y,-0.09
4,16,X,Z,0.27
4,16,Y,X,-0.27
4,16,Y,Y,0.09
4,16,Y,Z,-0.36
4,16,Z,X,0.36
4,16,Z,Y,-0.18
4,16,Z,Z,1.17
4,17,X,X,0.18
4,17,X,Y,-0.54
4,17,X,Z,-0.27
4,17,Y,X,0.09
4,17,Y,Y,0.0
4,17,Y,Z,-0.27
4,17,Z,X,0.27
4,17,Z,Y,0.18
4,17,Z,Z,1.08
4,18,X,X,-0.09
4,18,X,Y,0.36
4,18,X,Z,-0.36
4,18,Y,X,0.09
4,18,Y,Y,-0.18
4,18,Y,Z,-0.45
4,18,Z,X,-0.81
4,18,Z,Y,0.18
4,18,Z,Z,0.72
4,19,X,X,-0.18
4,19,X,Y,-0.45
4,19,X,Z,-0.18
4,19,Y,X,0.27
4,19,Y,Y,0.45
4,19,Y,Z,-0.54
4,19,Z,X,0.45
4,19,Z,Y,0.36
4,19,Z,Z,1.08
4,20,X,X,0.36
4,20,X,Y,0.18
4,20,X,Z,-0.09
4,20,Y,X,-0.18
4,20,Y,Y,-0.09
4,20,Y,Z,-0.63
4,20,Z,X,0.09
4,20,Z,Y,0.27
4,20,Z,Z,1.53
4,21,X,X,-0.18
4,21,X,Y,-0.09
4,21,X,Z,-0.36
4,21,Y,X,0.09
4,21,Y,Y,-0.18
4,21,Y,Z,-0.09
4,21,Z,X,-0.45
4,21,Z,Y,-0.18
4,21,Z,Z,0.54
4,22,X,X,-0.18
4,22,X,Y,0.09
4,22,X,Z,0.18
4,22,Y,X,0.09
4,22,Y,Y,0.0
4,22,Y,Z,-0.63
4,22,Z,X,0.27
4,22,Z,Y,-0.09
4,22,Z,Z,1.17
4,23,X,X,0.09
4,23,X,Y,-0.18
4,23,X,Z,0.0
4,23,Y,X,0.0
4,23,Y,Y,-0.09
4,23,Y,Z,0.09
4,23,Z,X,-0.54
4,23,Z,Y,-0.45
4,23,Z,Z,1.08
4,24,X,X,-0.63
4,24,X,Y,0.18
4,24,X,Z,0.0
4,24,Y,X,0.0
4,24,Y,Y,0.0
4,24,Y,Z,-0.54
4,24,Z,X,-0.36
4,24,Z,Y,0.27
4,24,Z,Z,0.9
4,25,X,X,-0.18
4,25,X,Y,0.63
4,25,X,Z,0.36
4,25,Y,X,0.09
4,25,Y,Y,0.27
4,25,Y,Z,-0.18
4,25,Z,X,-0.18
4,25,Z,Y,-0.18
4,25,Z,Z,1.17
4,26,X,X,-0.27
4,26,X,Y,-0.09
4,26,X,Z,-0.99
4,26,Y,X,0.09
4,26,Y,Y,0.0
4,26,Y,Z,-0.09
4,26,Z,X,-0.63
4,26,Z,Y,0.27
4,26,Z,Z,0.81
4,27,X,X,0.09
4,27,X,Y,0.54
4,27,X,Z,0.18
4,27,Y,X,0.09
4,27,Y,Y,-0.45
4,27,Y,Z,-0.54
4,27,Z,X,-0.9
4,27,Z,Y,0.0
4,27,Z,Z,0.99
4,28,X,X,-0.54
4,28,X,Y,0.18
4,28,X,Z,0.09
4,28,Y,X,0.45
4,28,Y,Y,0.18
4,28,Y,Z,0.09
4,28,Z,X,-0.18
4,28,Z,Y,-0.45
4,28,Z,Z,0.72
4,29,X,X,0.27
4,29,X,Y,-0.36
4,29,X,Z,-0.18
4,29,Y,X,0.27
4,29,Y,Y,0.09
4,29,Y,Z,0.18
4,29,Z,X,0.09
4,29,Z,Y,-0.45
4,29,Z,Z,0.81
5,6,X,X,0.27
5,6,X,Y,-0.09
5,6,X,Z,0.36
5,6,Y,X,0.45
5,6,Y,Y,-0.81
5,6,Y,Z,0.27
5,6,Z,X,-0.36
5,6,Z,Y,0.09
5,6,Z,Z,1.08
5,7,X,X,-0.09
5,7,X,Y,-0.45
5,7,X,Z,0.36
5,7,Y,X,0.81
5,7,Y,Y,-0.18
5,7,Y,Z,-0.36
5,7,Z,X,0.36
5,7,Z,Y,-0.09
5,7,Z,Z,1.08
5,8,X,X,-0.45
5,8,X,Y,0.0
5,8,X,Z,0.27
5,8,Y,X,0.18
5,8,Y,Y,0.0
5,8,Y,Z,0.09
5,8,Z,X,0.0
5,8,Z,Y,-0.36
5,8,Z,Z,0.99
5,9,X,X,-0.36
5,9,X,Y,0.0
5,9,X,Z,0.36
5,9,Y,X,0.36
5,9,Y,Y,-0.18
5,9,Y,Z,-0.09
5,9,Z,X,-0.45
5,9,Z,Y,0.09
5,9,Z,Z,1.17
5,10,X,X,-0.27
5,10,X,Y,-0.54
5,10,X,Z,0.09
5,10,Y,X,-0.99
5,10,Y,Y,-0.27
5,10,Y,Z,0.27
5,10,Z,X,0.36
5,10,Z,Y,-0.18
5,10,Z,Z,0.99
5,11,X,X,0.36
5,11,X,Y,-0.09
5,11,X,Z,-0.45
5,11,Y,X,-0.09
5,11,Y,Y,-0.45
5,11,Y,Z,0.09
5,11,Z,X,-0.18
5,11,Z,Y,-0.27
5,11,Z,Z,0.9
5,12,X,X,-0.18
5,12,X,Y,-0.18
5,12,X,Z,0.0
5,12,Y,X,0.18
5,12,Y,Y,-0.09
5,12,Y,Z,0.0
5,12,Z,X,-0.27
5,12,Z,Y,-0.63
5,12,Z,Z,1.35
5,13,X,X,0.36
5,13,X,Y,-0.09
5,13,X,Z,0.27
5,13,Y,X,-0.09
5,13,Y,Y,0.27
5,13,Y,Z,-0.09
5,13,Z,X,-0.18
5,13,Z,Y,0.81
5,13,Z,Z,0.9
5,14,X,X,-0.27
5,14,X,Y,-0.54
5,14,X,Z,0.09
5,14,Y,X,0.0
5,14,Y,Y,-0.36
5,14,Y,Z,0.45
5,14,Z,X,-0.18
5,14,Z,Y,-0.72
5,14,Z,Z,1.17
5,15,X,X,0.0
5,15,X,Y,0.09
5,15,X,Z,0.27
5,15,Y,X,0.0
5,15,Y,Y,-0.54
5,15,Y,Z,0.27
5,15,Z,X,-0.27
5,15,Z,Y,-0.18
5,15,Z,Z,0.72
5,16,X,X,0.09
5,16,X,Y,-0.36
5,16,X,Z,-0.09
5,16,Y,X,0.0
5,16,Y,Y,0.0
5,16,Y,Z,-0.09
5,16,Z,X,0.45
5,16,Z,Y,0.0
5,16,Z,Z,1.26
5,17,X,X,-0.18
5,17,X,Y,-0.09
5,17,X,Z,0.63
5,17,Y,X,0.0
5,17,Y,Y,-0.72
5,17,Y,Z,0.27
5,17,Z,X,0.0
5,17,Z,Y,0.27
5,17,Z,Z,1.08
5,18,X,X,0.27
5,18,X,Y,-0.09
5,18,X,Z,0.36
5,18,Y,X,0.18
5,18,Y,Y,0.18
5,18,Y,Z,0.45
5,18,Z,X,-0.36
5,18,Z,Y,0.27
5,18,Z,Z,0.54
5,19,X,X,0.36
5,19,X,Y,-0.09
5,19,X,Z,0.09
5,19,Y,X,-0.09
5,19,Y,Y,0.09
5,19,Y,Z,0.27
5,19,Z,X,0.09
5,19,Z,Y,-0.36
5,19,Z,Z,1.08
5,20,X,X,-0.09
5,20,X,Y,-0.27
5,20,X,Z,0.18
5,20,Y,X,-0.27
5,20,Y,Y,0.54
5,20,Y,Z,0.36
5,20,Z,X,-0.09
5,20,Z,Y,-0.09
5,20,Z,Z,0.99
5,21,X,X,-0.18
5,21,X,Y,0.54
5,21,X,Z,0.36
5,21,Y,X,-0.18
5,21,Y,Y,0.63
5,21,Y,Z,0.0
5,21,Z,X,-0.54
5,21,Z,Y,-0.18
5,21,Z,Z,0.99
5,22,X,X,0.18
5,22,X,Y,0.0
5,22,X,Z,0.0
5,22,Y,X,-0.18
5,22,Y,Y,0.18
5,22,Y,Z,0.27
5,22,Z,X,0.0
5,22,Z,Y,-0.36
5,22,Z,Z,0.99
5,23,X,X,-0.27
5,23,X,Y,-0.45
5,23,X,Z,0.18
5,23,Y,X,0.18
5,23,Y,Y,0.18
5,23,Y,Z,0.09
5,23,Z,X,0.54
5,23,Z,Y,-0.27
5,23,Z,Z,0.72
5,24,X,X,0.36
5,24,X,Y,-0.54
5,24,X,Z,0.18
5,24,Y,X,0.0
5,24,Y,Y,-0.09
5,24,Y,Z,0.18
5,24,Z,X,-0.27
5,24,Z,Y,0.36
5,24,Z,Z,0.9
5,25,X,X,0.18
5,25,X,Y,-0.27
5,25,X,Z,-0.27
5,25,Y,X,-0.18
5,25,Y,Y,-0.36
5,25,Y,Z,-0.45
5,25,Z,X,0.27
5,25,Z,Y,-0.09
5,25,Z,Z,1.71
5,26,X,X,0.0
5,26,X,Y,0.18
5,26,X,Z,0.72
5,26,Y,X,0.09
5,26,Y,Y,0.18
5,26,Y,Z,0.36
5,26,Z,X,-0.18
5,26,Z,Y,0.0
5,26,Z,Z,1.17
5,27,X,X,-0.18
5,27,X,Y,0.81
5,27,X,Z,0.09
5,27,Y,X,-0.18
5,27,Y,Y,0.0
5,27,Y,Z,-0.27
5,27,Z,X,-0.18
5,27,Z,Y,-0.18
5,27,Z,Z,1.35
5,28,X,X,0.27
5,28,X,Y,-0.18
5,28,X,Z,0.09
5,28,Y,X,0.09
5,28,Y,Y,0.18
5,28,Y,Z,0.0
5,28,Z,X,-0.45
5,28,Z,Y,-0.09
5,28,Z,Z,1.17
5,29,X,X,-0.36
5,29,X,Y,-0.18
5,29,X,Z,-0.18
5,29,Y,X,0.09
5,29,Y,Y,-0.18
5,29,Y,Z,-0.36
5,29,Z,X,-0.36
5,29,Z,Y,0.36
5,29,Z,Z,0.99
6,7,X,X,0.81
6,7,X,Y,-0.36
6,7,X,Z,-0.09
6,7,Y,X,-0.09
6,7,Y,Y,0.09
6,7,Y,Z,0.09
6,7,Z,X,0.0
6,7,Z,Y,-0.27
6,7,Z,Z,1.08
6,8,X,X,0.18
6,8,X,Y,0.09
6,8,X,Z,-0.09
6,8,Y,X,-0.18
6,8,Y,Y,0.18
6,8,Y,Z,0.63
6,8,Z,X,-0.27
6,8,Z,Y,-0.09
6,8,Z,Z,1.53
6,9,X,X,0.09
6,9,X,Y,0.36
6,9,X,Z,0.09
6,9,Y,X,-0.27
6,9,Y,Y,0.81
6,9,Y,Z,0.45
6,9,Z,X,-0.27
6,9,Z,Y,0.36
6,9,Z,Z,0.9
6,10,X,X,0.0
6,10,X,Y,-0.09
6,10,X,Z,0.09
6,10,Y,X,0.72
6,10,Y,Y,0.45
6,10,Y,Z,0.0
6,10,Z,X,0.18
6,10,Z,Y,-0.27
6,10,Z,Z,1.08
6,11,X,X,0.0
6,11,X,Y,-0.27
6,11,X,Z,-0.27
6,11,Y,X,0.18
6,11,Y,Y,-0.36
6,11,Y,Z,0.09
6,11,Z,X,-0.09
6,11,Z,Y,-0.18
6,11,Z,Z,0.54
6,12,X,X,-0.27
6,12,X,Y,0.54
6,12,X,Z,-0.09
6,12,Y,X,-0.18
6,12,Y,Y,0.63
6,12,Y,Z,0.0
6,12,Z,X,0.18
6,12,Z,Y,0.27
6,12,Z,Z,0.72
6,13,X,X,-0.27
6,13,X,Y,0.09
6,13,X,Z,-0.36
6,13,Y,X,-0.09
6,13,Y,Y,0.0
6,13,Y,Z,0.18
6,13,Z,X,-0.45
6,13,Z,Y,0.18
6,13,Z,Z,1.26
6,14,X,X,0.81
6,14,X,Y,0.27
6,14,X,Z,0.0
6,14,Y,X,-0.09
6,14,Y,Y,0.18
6,14,Y,Z,0.18
6,14,Z,X,-0.63
6,14,Z,Y,-0.45
6,14,Z,Z,1.35
6,15,X,X,-0.36
6,15,X,Y,-0.72
6,15,X,Z,0.18
6,15,Y,X,0.0
6,15,Y,Y,0.27
6,15,Y,Z,-0.18
6,15,Z,X,0.09
6,15,Z,Y,-0.72
6,15,Z,Z,0.9
6,16,X,X,0.45
6,16,X,Y,-0.18
6,16,X,Z,-0.09
6,16,Y,X,0.27
6,16,Y,Y,-0.45
6,16,Y,Z,0.09
6,16,Z,X,0.0
6,16,Z,Y,-0.45
6,16,Z,Z,1.08
6,17,X,X,-0.27
6,17,X,Y,-0.36
6,17,X,Z,0.27
6,17,Y,X,0.27
6,17,Y,Y,0.45
6,17,Y,Z,0.09
6,17,Z,X,0.18
6,17,Z,Y,-0.09
6,17,Z,Z,1.26
6,18,X,X,0.0
6,18,X,Y,0.18
6,18,X,Z,0.18
6,18,Y,X,-0.18
6,18,Y,Y,0.0
6,18,Y,Z,0.09
6,18,Z,X,-0.27
6,18,Z,Y,0.18
6,18,Z,Z,1.08
6,19,X,X,0.45
6,19,X,Y,-0.45
6,19,X,Z,-0.18
6,19,Y,X,0.09
6,19,Y,Y,0.27
6,19,Y,Z,0.09
6,19,Z,X,0.36
6,19,Z,Y,-0.18
6,19,Z,Z,1.17
6,20,X,X,-0.09
6,20,X,Y,0.18
6,20,X,Z,-0.27
6,20,Y,X,0.18
6,20,Y,Y,0.09
6,20,Y,Z,-0.36
6,20,Z,X,0.18
6,20,Z,Y,-0.27
6,20,Z,Z,1.44
6,21,X,X,-0.36
6,21,X,Y,0.27
6,21,X,Z,0.27
6,21,Y,X,-0.27
6,21,Y,Y,-0.81
6,21,Y,Z,0.27
6,21,Z,X,-0.27
6,21,Z,Y,0.45
6,21,Z,Z,0.99
6,22,X,X,-0.54
6,22,X,Y,-0.27
6,22,X,Z,0.09
6,22,Y,X,0.18
6,22,Y,Y,-0.36
6,22,Y,Z,0.27
6,22,Z,X,0.18
6,22,Z,Y,-0.09
6,22,Z,Z,0.72
6,23,X,X,0.0
6,23,X,Y,0.45
6,23,X,Z,-0.27
6,23,Y,X,-0.63
6,23,Y,Y,-0.27
6,23,Y,Z,0.27
6,23,Z,X,-0.36
6,23,Z,Y,-0.18
6,23,Z,Z,0.99
6,24,X,X,-0.36
6,24,X,Y,0.36
6,24,X,Z,-0.18
6,24,Y,X,0.0
6,24,Y,Y,-0.09
6,24,Y,Z,0.0
6,24,Z,X,0.09
6,24,Z,Y,0.18
6,24,Z,Z,0.9
6,25,X,X,0.09
6,25,X,Y,-0.27
6,25,X,Z,0.0
6,25,Y,X,0.09
6,25,Y,Y,0.54
6,25,Y,Z,0.36
6,25,Z,X,0.09
6,25,Z,Y,-0.27
6,25,Z,Z,0.81
6,26,X,X,-0.18
6,26,X,Y,0.27
6,26,X,Z,-0.45
6,26,Y,X,0.45
6,26,Y,Y,0.27
6,26,Y,Z,0.09
6,26,Z,X,-0.36
6,26,Z,Y,0.18
6,26,Z,Z,1.35
6,27,X,X,0.0
6,27,X,Y,0.63
6,27,X,Z,0.45
6,27,Y,X,-0.09
6,27,Y,Y,-0.27
6,27,Y,Z,-0.09
6,27,Z,X,-1.17
6,27,Z,Y,-0.09
6,27,Z,Z,0.99
6,28,X,X,-0.18
6,28,X,Y,-0.27
6,28,X,Z,-0.09
6,28,Y,X,-0.09
6,28,Y,Y,-0.18
6,28,Y,Z,0.54
6,28,Z,X,0.0
6,28,Z,Y,0.0
6,28,Z,Z,0.81
6,29,X,X,-0.18
6,29,X,Y,0.54
6,29,X,Z,0.0
6,29,Y,X,0.27
6,29,Y,Y,0.09
6,29,Y,Z,-0.09
6,29,Z,X,0.0
6,29,Z,Y,0.09
6,29,Z,Z,0.72
7,8,X,X,0.0
7,8,X,Y,0.27
7,8,X,Z,0.09
7,8,Y,X,0.27
7,8,Y,Y,0.0
7,8,Y,Z,0.27
7,8,Z,X,-0.36
7,8,Z,Y,-0.09
7,8,Z,Z,1.35
7,9,X,X,-0.36
7,9,X,Y,0.0
7,9,X,Z,0.18
7,9,Y,X,0.27
7,9,Y,Y,-0.18
7,9,Y,Z,-0.09
7,9,Z,X,0.18
7,9,Z,Y,0.27
7,9,Z,Z,0.99
7,10,X,X,-0.63
7,10,X,Y,-0.18
7,10,X,Z,0.45
7,10,Y,X,0.36
7,10,Y,Y,0.45
7,10,Y,Z,-0.09
7,10,Z,X,0.45
7,10,Z,Y,-0.54
7,10,Z,Z,0.99
7,11,X,X,0.36
7,11,X,Y,-0.27
7,11,X,Z,0.81
7,11,Y,X,-0.36
7,11,Y,Y,0.45
7,11,Y,Z,-0.09
7,11,Z,X,0.45
7,11,Z,Y,0.27
7,11,Z,Z,1.08
7,12,X,X,-0.18
7,12,X,Y,0.09
7,12,X,Z,0.27
7,12,Y,X,0.0
7,12,Y,Y,0.09
7,12,Y,Z,0.27
7,12,Z,X,0.09
7,12,Z,Y,0.18
7,12,Z,Z,1.53
7,13,X,X,-0.18
7,13,X,Y,0.45
7,13,X,Z,0.09
7,13,Y,X,0.0
7,13,Y,Y,0.0
7,13,Y,Z,0.18
7,13,Z,X,-0.27
7,13,Z,Y,0.36
7,13,Z,Z,1.53
7,14,X,X,0.09
7,14,X,Y,-0.18
7,14,X,Z,0.45
7,14,Y,X,0.18
7,14,Y,Y,-0.09
7,14,Y,Z,0.27
7,14,Z,X,-0.36
7,14,Z,Y,-0.63
7,14,Z,Z,1.35
7,15,X,X,-0.18
7,15,X,Y,0.45
7,15,X,Z,0.45
7,15,Y,X,0.0
7,15,Y,Y,-0.09
7,15,Y,Z,-0.09
7,15,Z,X,0.27
7,15,Z,Y,-0.09
7,15,Z,Z,1.08
7,16,X,X,0.27
7,16,X,Y,-0.18
7,16,X,Z,0.27
7,16,Y,X,-0.18
7,16,Y,Y,0.18
7,16,Y,Z,0.0
7,16,Z,X,0.27
7,16,Z,Y,0.36
7,16,Z,Z,0.99
7,17,X,X,-0.36
7,17,X,Y,-0.54
7,17,X,Z,0.54
7,17,Y,X,0.0
7,17,Y,Y,0.63
7,17,Y,Z,-0.45
7,17,Z,X,0.0
7,17,Z,Y,0.09
7,17,Z,Z,0.99
7,18,X,X,0.18
7,18,X,Y,0.09
7,18,X,Z,0.45
7,18,Y,X,-0.09
7,18,Y,Y,0.0
7,18,Y,Z,-0.09
7,18,Z,X,-0.54
7,18,Z,Y,0.45
7,18,Z,Z,0.99
7,19,X,X,0.27
7,19,X,Y,-0.45
7,19,X,Z,0.18
7,19,Y,X,-0.36
7,19,Y,Y,0.18
7,19,Y,Z,0.0
7,19,Z,X,0.09
7,19,Z,Y,-0.09
7,19,Z,Z,1.26
7,20,X,X,-0.36
7,20,X,Y,0.0
7,20,X,Z,0.54
7,20,Y,X,-0.09
7,20,Y,Y,-0.27
7,20,Y,Z,-0.18
7,20,Z,X,-0.18
7,20,Z,Y,-0.27
7,20,Z,Z,1.71
7,21,X,X,-0.18
7,21,X,Y,0.45
7,21,X,Z,0.09
7,21,Y,X,-0.09
7,21,Y,Y,-0.18
7,21,Y,Z,-0.27
7,21,Z,X,-0.09
7,21,Z,Y,-0.18
7,21,Z,Z,0.81
7,22,X,X,-0.72
7,22,X,Y,0.09
7,22,X,Z,0.27
7,22,Y,X,0.09
7,22,Y,Y,0.0
7,22,Y,Z,-0.45
7,22,Z,X,0.45
7,22,Z,Y,0.27
7,22,Z,Z,1.08
7,23,X,X,0.18
7,23,X,Y,0.0
7,23,X,Z,0.36
7,23,Y,X,0.18
7,23,Y,Y,-0.27
7,23,Y,Z,0.09
7,23,Z,X,-0.27
7,23,Z,Y,-0.27
7,23,Z,Z,1.26
7,24,X,X,-0.09
7,24,X,Y,0.18
7,24,X,Z,0.63
7,24,Y,X,-0.27
7,24,Y,Y,0.0
7,24,Y,Z,0.27
7,24,Z,X,-0.09
7,24,Z,Y,0.27
7,24,Z,Z,0.9
7,25,X,X,0.09
7,25,X,Y,0.09
7,25,X,Z,0.18
7,25,Y,X,-0.18
7,25,Y,Y,0.09
7,25,Y,Z,-0.27
7,25,Z,X,0.0
7,25,Z,Y,0.0
7,25,Z,Z,1.26
7,26,X,X,0.09
7,26,X,Y,0.0
7,26,X,Z,0.63
7,26,Y,X,0.0
7,26,Y,Y,-0.27
7,26,Y,Z,-0.09
7,26,Z,X,-0.18
7,26,Z,Y,0.09
7,26,Z,Z,1.17
7,27,X,X,0.09
7,27,X,Y,0.0
7,27,X,Z,0.63
7,27,Y,X,0.27
7,27,Y,Y,-0.81
7,27,Y,Z,0.18
7,27,Z,X,-0.72
7,27,Z,Y,0.0
7,27,Z,Z,1.62
7,28,X,X,-0.54
7,28,X,Y,-0.45
7,28,X,Z,0.27
7,28,Y,X,0.09
7,28,Y,Y,-0.09
7,28,Y,Z,0.36
7,28,Z,X,-0.9
7,28,Z,Y,-0.81
7,28,Z,Z,0.99
7,29,X,X,-0.27
7,29,X,Y,-0.09
7,29,X,Z,0.18
7,29,Y,X,0.0
7,29,Y,Y,-0.45
7,29,Y,Z,0.45
7,29,Z,X,0.18
7,29,Z,Y,-0.18
7,29,Z,Z,1.08
8,9,X,X,0.0
8,9,X,Y,-0.09
8,9,X,Z,-0.36
8,9,Y,X,-0.09
8,9,Y,Y,0.27
8,9,Y,Z,-0.18
8,9,Z,X,0.0
8,9,Z,Y,0.45
8,9,Z,Z,1.26
8,10,X,X,-0.27
8,10,X,Y,0.45
8,10,X,Z,0.27
8,10,Y,X,-0.18
8,10,Y,Y,0.18
8,10,Y,Z,0.18
8,10,Z,X,-0.27
8,10,Z,Y,0.18
8,10,Z,Z,1.44
8,11,X,X,-0.18
8,11,X,Y,-0.27
8,11,X,Z,0.0
8,11,Y,X,0.09
8,11,Y,Y,-0.27
8,11,Y,Z,0.0
8,11,Z,X,0.0
8,11,Z,Y,0.27
8,11,Z,Z,0.9
8,12,X,X,0.54
8,12,X,Y,0.27
8,12,X,Z,-0.36
8,12,Y,X,0.0
8,12,Y,Y,0.45
8,12,Y,Z,-0.27
8,12,Z,X,0.09
8,12,Z,Y,0.36
8,12,Z,Z,1.26
8,13,X,X,0.09
8,13,X,Y,-0.18
8,13,X,Z,-0.36
8,13,Y,X,0.09
8,13,Y,Y,-0.45
8,13,Y,Z,-0.36
8,13,Z,X,-1.17
8,13,Z,Y,0.0
8,13,Z,Z,1.26
8,14,X,X,0.09
8,14,X,Y,0.0
8,14,X,Z,-0.18
8,14,Y,X,0.18
8,14,Y,Y,0.0
8,14,Y,Z,0.0
8,14,Z,X,-0.18
8,14,Z,Y,-0.36
8,14,Z,Z,1.53
8,15,X,X,0.45
8,15,X,Y,-0.18
8,15,X,Z,0.0
8,15,Y,X,0.45
8,15,Y,Y,0.0
8,15,Y,Z,0.09
8,15,Z,X,0.09
8,15,Z,Y,-0.27
8,15,Z,Z,1.17
8,16,X,X,0.0
8,16,X,Y,0.18
8,16,X,Z,0.09
8,16,Y,X,-0.09
8,16,Y,Y,-0.63
8,16,Y,Z,-0.36
8,16,Z,X,0.09
8,16,Z,Y,-0.99
8,16,Z,Z,1.17
8,17,X,X,0.54
8,17,X,Y,0.09
8,17,X,Z,-0.18
8,17,Y,X,0.18
8,17,Y,Y,-0.18
8,17,Y,Z,0.18
8,17,Z,X,0.36
8,17,Z,Y,0.81
8,17,Z,Z,1.26
8,18,X,X,0.0
8,18,X,Y,0.0
8,18,X,Z,0.09
8,18,Y,X,0.09
8,18,Y,Y,-0.27
8,18,Y,Z,0.0
8,18,Z,X,-0.36
8,18,Z,Y,0.45
8,18,Z,Z,1.44
8,19,X,X,-0.54
8,19,X,Y,0.18
8,19,X,Z,0.09
8,19,Y,X,0.18
8,19,Y,Y,0.36
8,19,Y,Z,-0.36
8,19,Z,X,0.18
8,19,Z,Y,-0.18
8,19,Z,Z,1.53
8,20,X,X,-0.27
8,20,X,Y,-0.18
8,20,X,Z,-0.18
8,20,Y,X,0.45
8,20,Y,Y,-0.27
8,20,Y,Z,-0.18
8,20,Z,X,0.09
8,20,Z,Y,-0.09
8,20,Z,Z,1.17
8,21,X,X,-0.54
8,21,X,Y,0.27
8,21,X,Z,-0.36
8,21,Y,X,-0.09
8,21,Y,Y,-0.45
8,21,Y,Z,-0.36
8,21,Z,X,-0.27
8,21,Z,Y,-0.09
8,21,Z,Z,1.17
8,22,X,X,-0.18
8,22,X,Y,-0.18
8,22,X,Z,-0.09
8,22,Y,X,0.18
8,22,Y,Y,0.0
8,22,Y,Z,-0.36
8,22,Z,X,0.0
8,22,Z,Y,-0.18
8,22,Z,Z,1.17
8,23,X,X,-0.36
8,23,X,Y,0.27
8,23,X,Z,0.0
8,23,Y,X,0.09
8,23,Y,Y,-0.18
8,23,Y,Z,-0.09
8,23,Z,X,-0.54
8,23,Z,Y,-0.27
8,23,Z,Z,1.26
8,24,X,X,-0.09
8,24,X,Y,0.09
8,24,X,Z,0.09
8,24,Y,X,0.27
8,24,Y,Y,0.36
8,24,Y,Z,-0.09
8,24,Z,X,0.09
8,24,Z,Y,0.18
8,24,Z,Z,0.9
8,25,X,X,0.27
8,25,X,Y,-0.18
8,25,X,Z,-0.18
8,25,Y,X,-0.09
8,25,Y,Y,0.27
8,25,Y,Z,-0.18
8,25,Z,X,-0.09
8,25,Z,Y,-0.27
8,25,Z,Z,0.99
8,26,X,X,-0.18
8,26,X,Y,0.09
8,26,X,Z,-0.36
8,26,Y,X,-0.36
8,26,Y,Y,-0.18
8,26,Y,Z,-0.36
8,26,Z,X,0.09
8,26,Z,Y,0.27
8,26,Z,Z,0.99
8,27,X,X,0.27
8,27,X,Y,0.18
8,27,X,Z,0.18
8,27,Y,X,0.27
8,27,Y,Y,-0.27
8,27,Y,Z,0.18
8,27,Z,X,-0.72
8,27,Z,Y,-0.18
8,27,Z,Z,1.35
8,28,X,X,0.27
8,28,X,Y,-0.18
8,28,X,Z,0.0
8,28,Y,X,-0.72
8,28,Y,Y,-0.27
8,28,Y,Z,-0.45
8,28,Z,X,-0.18
8,28,Z,Y,-0.54
8,28,Z,Z,0.99
8,29,X,X,-0.09
8,29,X,Y,-0.36
8,29,X,Z,0.0
8,29,Y,X,0.27
8,29,Y,Y,-0.09
8,29,Y,Z,0.0
8,29,Z,X,-0.09
8,29,Z,Y,-0.63
8,29,Z,Z,1.17
9,10,X,X,0.0
9,10,X,Y,0.36
9,10,X,Z,0.09
9,10,Y,X,-0.18
9,10,Y,Y,0.0
9,10,Y,Z,0.09
9,10,Z,X,0.18
9,10,Z,Y,-0.09
9,10,Z,Z,0.99
9,11,X,X,0.0
9,11,X,Y,0.99
9,11,X,Z,-0.18
