i,j,P,Q,est
15,25,X,Z,0.0
15,25,Y,X,-0.27
15,25,Y,Y,0.9
15,25,Y,Z,0.18
15,25,Z,X,0.27
15,25,Z,Y,0.18
15,25,Z,Z,0.81
15,26,X,X,-0.63
15,26,X,Y,-0.18
15,26,X,Z,0.0
15,26,Y,X,0.0
15,26,Y,Y,-0.36
15,26,Y,Z,0.45
15,26,Z,X,-0.54
15,26,Z,Y,-0.18
15,26,Z,Z,1.08
15,27,X,X,-0.09
15,27,X,Y,-0.18
15,27,X,Z,0.0
15,27,Y,X,-0.54
15,27,Y,Y,-0.27
15,27,Y,Z,0.0
15,27,Z,X,-0.99
15,27,Z,Y,0.18
15,27,Z,Z,0.99
15,28,X,X,-0.09
15,28,X,Y,-0.18
15,28,X,Z,0.0
15,28,Y,X,0.27
15,28,Y,Y,-0.27
15,28,Y,Z,-0.45
15,28,Z,X,-0.63
15,28,Z,Y,0.18
15,28,Z,Z,0.81
15,29,X,X,-0.09
15,29,X,Y,-0.36
15,29,X,Z,-0.18
15,29,Y,X,0.27
15,29,Y,Y,0.09
15,29,Y,Z,0.27
15,29,Z,X,0.27
15,29,Z,Y,-0.45
15,29,Z,Z,1.08
16,17,X,X,-0.27
16,17,X,Y,0.0
16,17,X,Z,-0.27
16,17,Y,X,0.45
16,17,Y,Y,0.36
16,17,Y,Z,-0.63
16,17,Z,X,0.0
16,17,Z,Y,0.18
16,17,Z,Z,1.26
16,18,X,X,-0.45
16,18,X,Y,0.36
16,18,X,Z,-0.27
16,18,Y,X,-0.18
16,18,Y,Y,-0.09
16,18,Y,Z,-0.63
16,18,Z,X,-0.36
16,18,Z,Y,0.27
16,18,Z,Z,0.81
16,19,X,X,0.0
16,19,X,Y,0.09
16,19,X,Z,-0.09
16,19,Y,X,0.18
16,19,Y,Y,0.09
16,19,Y,Z,-0.81
16,19,Z,X,0.0
16,19,Z,Y,0.36
16,19,Z,Z,0.72
16,20,X,X,-0.09
16,20,X,Y,-0.09
16,20,X,Z,0.18
16,20,Y,X,-0.27
16,20,Y,Y,0.0
16,20,Y,Z,0.09
16,20,Z,X,-0.27
16,20,Z,Y,-0.09
16,20,Z,Z,1.26
16,21,X,X,0.18
16,21,X,Y,-0.09
16,21,X,Z,0.09
16,21,Y,X,0.0
16,21,Y,Y,0.36
16,21,Y,Z,-0.36
16,21,Z,X,-0.36
16,21,Z,Y,0.0
16,21,Z,Z,0.72
16,22,X,X,-0.18
16,22,X,Y,-0.36
16,22,X,Z,0.36
16,22,Y,X,-0.27
16,22,Y,Y,0.27
16,22,Y,Z,0.0
16,22,Z,X,0.09
16,22,Z,Y,-0.45
16,22,Z,Z,1.08
16,23,X,X,0.18
16,23,X,Y,-0.36
16,23,X,Z,-0.18
16,23,Y,X,0.36
16,23,Y,Y,0.36
16,23,Y,Z,-0.18
16,23,Z,X,-0.09
16,23,Z,Y,-0.18
16,23,Z,Z,1.17
16,24,X,X,-0.45
16,24,X,Y,0.27
16,24,X,Z,-0.18
16,24,Y,X,-0.36
16,24,Y,Y,-0.18
16,24,Y,Z,0.0
16,24,Z,X,-0.54
16,24,Z,Y,0.36
16,24,Z,Z,1.26
16,25,X,X,-0.27
16,25,X,Y,-0.27
16,25,X,Z,0.0
16,25,Y,X,0.09
16,25,Y,Y,-0.09
16,25,Y,Z,0.0
16,25,Z,X,0.27
16,25,Z,Y,0.0
16,25,Z,Z,0.99
16,26,X,X,-0.27
16,26,X,Y,0.0
16,26,X,Z,0.09
16,26,Y,X,0.0
16,26,Y,Y,-0.36
16,26,Y,Z,-0.36
16,26,Z,X,-0.36
16,26,Z,Y,0.0
16,26,Z,Z,1.08
16,27,X,X,0.09
16,27,X,Y,0.09
16,27,X,Z,0.0
16,27,Y,X,0.0
16,27,Y,Y,0.36
16,27,Y,Z,-0.18
16,27,Z,X,-0.99
16,27,Z,Y,-0.36
16,27,Z,Z,0.99
16,28,X,X,-0.36
16,28,X,Y,-0.09
16,28,X,Z,-0.09
16,28,Y,X,-0.09
16,28,Y,Y,-0.09
16,28,Y,Z,0.0
16,28,Z,X,-0.54
16,28,Z,Y,-0.09
16,28,Z,Z,1.17
16,29,X,X,-0.18
16,29,X,Y,0.09
16,29,X,Z,-0.45
16,29,Y,X,0.45
16,29,Y,Y,0.36
16,29,Y,Z,-0.09
16,29,Z,X,-0.36
16,29,Z,Y,-0.27
16,29,Z,Z,1.17
17,18,X,X,0.18
17,18,X,Y,0.36
17,18,X,Z,0.0
17,18,Y,X,-0.63
17,18,Y,Y,-0.72
17,18,Y,Z,0.09
17,18,Z,X,-0.36
17,18,Z,Y,0.36
17,18,Z,Z,1.26
17,19,X,X,0.18
17,19,X,Y,0.0
17,19,X,Z,0.18
17,19,Y,X,-0.09
17,19,Y,Y,-0.27
17,19,Y,Z,0.18
17,19,Z,X,0.45
17,19,Z,Y,-0.09
17,19,Z,Z,1.08
17,20,X,X,0.0
17,20,X,Y,0.27
17,20,X,Z,-0.09
17,20,Y,X,0.09
17,20,Y,Y,-0.36
17,20,Y,Z,-0.09
17,20,Z,X,0.18
17,20,Z,Y,-0.45
17,20,Z,Z,1.17
17,21,X,X,-0.09
17,21,X,Y,-0.36
17,21,X,Z,-0.27
17,21,Y,X,0.45
17,21,Y,Y,0.09
17,21,Y,Z,0.18
17,21,Z,X,-0.36
17,21,Z,Y,0.18
17,21,Z,Z,1.08
17,22,X,X,0.81
17,22,X,Y,0.27
17,22,X,Z,0.18
17,22,Y,X,0.0
17,22,Y,Y,-0.63
17,22,Y,Z,0.63
17,22,Z,X,-0.09
17,22,Z,Y,0.0
17,22,Z,Z,1.17
17,23,X,X,-0.45
17,23,X,Y,-0.09
17,23,X,Z,0.36
17,23,Y,X,-0.09
17,23,Y,Y,-0.18
17,23,Y,Z,0.09
17,23,Z,X,-0.27
17,23,Z,Y,-0.27
17,23,Z,Z,1.26
17,24,X,X,-0.09
17,24,X,Y,-0.18
17,24,X,Z,0.09
17,24,Y,X,0.18
17,24,Y,Y,0.18
17,24,Y,Z,0.36
17,24,Z,X,-0.18
17,24,Z,Y,0.09
17,24,Z,Z,1.17
17,25,X,X,0.18
17,25,X,Y,-0.27
17,25,X,Z,0.27
17,25,Y,X,-0.27
17,25,Y,Y,0.45
17,25,Y,Z,0.18
17,25,Z,X,0.54
17,25,Z,Y,-0.18
17,25,Z,Z,0.9
17,26,X,X,0.09
17,26,X,Y,0.27
17,26,X,Z,-0.18
17,26,Y,X,-0.18
17,26,Y,Y,-0.27
17,26,Y,Z,0.09
17,26,Z,X,0.0
17,26,Z,Y,-0.18
17,26,Z,Z,1.26
17,27,X,X,0.18
17,27,X,Y,0.27
17,27,X,Z,0.09
17,27,Y,X,-0.09
17,27,Y,Y,0.0
17,27,Y,Z,0.09
17,27,Z,X,-0.99
17,27,Z,Y,-0.18
17,27,Z,Z,0.99
17,28,X,X,0.36
17,28,X,Y,-0.09
17,28,X,Z,0.09
17,28,Y,X,-0.27
17,28,Y,Y,-0.18
17,28,Y,Z,-0.09
17,28,Z,X,0.0
17,28,Z,Y,0.0
17,28,Z,Z,1.08
17,29,X,X,0.09
17,29,X,Y,0.27
17,29,X,Z,-0.18
17,29,Y,X,0.18
17,29,Y,Y,-0.27
17,29,Y,Z,0.45
17,29,Z,X,-0.72
17,29,Z,Y,0.18
17,29,Z,Z,1.08
18,19,X,X,-0.63
18,19,X,Y,-0.36
18,19,X,Z,-0.36
18,19,Y,X,-0.36
18,19,Y,Y,0.09
18,19,Y,Z,0.09
18,19,Z,X,0.09
18,19,Z,Y,-0.27
18,19,Z,Z,0.63
18,20,X,X,0.36
18,20,X,Y,-0.18
18,20,X,Z,-0.63
18,20,Y,X,0.18
18,20,Y,Y,-0.18
18,20,Y,Z,0.0
18,20,Z,X,-0.63
18,20,Z,Y,0.0
18,20,Z,Z,0.9
18,21,X,X,0.0
18,21,X,Y,0.27
18,21,X,Z,-0.18
18,21,Y,X,0.09
18,21,Y,Y,0.09
18,21,Y,Z,0.18
18,21,Z,X,-0.45
18,21,Z,Y,0.27
18,21,Z,Z,0.81
18,22,X,X,0.09
18,22,X,Y,0.63
18,22,X,Z,-0.27
18,22,Y,X,0.0
18,22,Y,Y,-0.18
18,22,Y,Z,0.36
18,22,Z,X,-0.27
18,22,Z,Y,-0.27
18,22,Z,Z,0.99
18,23,X,X,0.27
18,23,X,Y,0.45
18,23,X,Z,0.09
18,23,Y,X,0.09
18,23,Y,Y,-0.27
18,23,Y,Z,0.36
18,23,Z,X,-0.27
18,23,Z,Y,0.0
18,23,Z,Z,1.26
18,24,X,X,0.0
18,24,X,Y,-0.09
18,24,X,Z,-0.36
18,24,Y,X,-0.72
18,24,Y,Y,-0.27
18,24,Y,Z,0.27
18,24,Z,X,0.27
18,24,Z,Y,0.27
18,24,Z,Z,0.63
18,25,X,X,-0.54
18,25,X,Y,0.18
18,25,X,Z,-0.81
18,25,Y,X,-0.09
18,25,Y,Y,0.09
18,25,Y,Z,0.18
18,25,Z,X,0.36
18,25,Z,Y,-0.45
18,25,Z,Z,0.9
18,26,X,X,0.9
18,26,X,Y,0.45
18,26,X,Z,-0.18
18,26,Y,X,0.18
18,26,Y,Y,0.45
18,26,Y,Z,0.27
18,26,Z,X,0.27
18,26,Z,Y,0.18
18,26,Z,Z,1.08
18,27,X,X,0.63
18,27,X,Y,-0.18
18,27,X,Z,0.0
18,27,Y,X,0.09
18,27,Y,Y,-0.27
18,27,Y,Z,0.72
18,27,Z,X,-0.72
18,27,Z,Y,0.0
18,27,Z,Z,0.99
18,28,X,X,0.18
18,28,X,Y,-0.09
18,28,X,Z,-0.18
18,28,Y,X,-0.09
18,28,Y,Y,0.27
18,28,Y,Z,0.36
18,28,Z,X,0.0
18,28,Z,Y,-0.09
18,28,Z,Z,0.72
18,29,X,X,0.0
18,29,X,Y,0.18
18,29,X,Z,-0.45
18,29,Y,X,-0.36
18,29,Y,Y,0.27
18,29,Y,Z,0.45
18,29,Z,X,-0.45
18,29,Z,Y,-0.45
18,29,Z,Z,0.63
19,20,X,X,0.18
19,20,X,Y,0.18
19,20,X,Z,0.18
19,20,Y,X,-0.27
19,20,Y,Y,0.09
19,20,Y,Z,0.18
19,20,Z,X,0.0
19,20,Z,Y,-0.09
19,20,Z,Z,1.53
19,21,X,X,0.18
19,21,X,Y,0.18
19,21,X,Z,0.18
19,21,Y,X,0.09
19,21,Y,Y,-0.36
19,21,Y,Z,-0.27
19,21,Z,X,0.09
19,21,Z,Y,0.45
19,21,Z,Z,0.9
19,22,X,X,0.45
19,22,X,Y,-0.27
19,22,X,Z,0.54
19,22,Y,X,0.36
19,22,Y,Y,-0.36
19,22,Y,Z,-0.18
19,22,Z,X,0.27
19,22,Z,Y,0.27
19,22,Z,Z,1.08
19,23,X,X,-0.18
19,23,X,Y,0.0
19,23,X,Z,0.36
19,23,Y,X,-0.18
19,23,Y,Y,0.09
19,23,Y,Z,-0.09
19,23,Z,X,-0.09
19,23,Z,Y,-0.09
19,23,Z,Z,1.08
19,24,X,X,0.54
19,24,X,Y,-0.09
19,24,X,Z,0.27
19,24,Y,X,0.36
19,24,Y,Y,-0.36
19,24,Y,Z,0.18
19,24,Z,X,0.09
19,24,Z,Y,0.18
19,24,Z,Z,0.99
19,25,X,X,0.54
19,25,X,Y,-0.27
19,25,X,Z,0.09
19,25,Y,X,-0.36
19,25,Y,Y,0.18
19,25,Y,Z,-0.36
19,25,Z,X,0.27
19,25,Z,Y,-0.45
19,25,Z,Z,0.54
19,26,X,X,0.36
19,26,X,Y,-0.36
19,26,X,Z,0.36
19,26,Y,X,-0.09
19,26,Y,Y,-0.18
19,26,Y,Z,0.27
19,26,Z,X,-0.18
19,26,Z,Y,0.0
19,26,Z,Z,1.26
19,27,X,X,-0.45
19,27,X,Y,0.0
19,27,X,Z,0.09
19,27,Y,X,-0.18
19,27,Y,Y,-0.99
19,27,Y,Z,-0.81
19,27,Z,X,-0.45
19,27,Z,Y,0.18
19,27,Z,Z,0.99
19,28,X,X,0.09
19,28,X,Y,-0.09
19,28,X,Z,-0.18
19,28,Y,X,0.0
19,28,Y,Y,0.0
19,28,Y,Z,0.18
19,28,Z,X,0.36
19,28,Z,Y,-0.72
19,28,Z,Z,0.72
19,29,X,X,0.09
19,29,X,Y,-0.18
19,29,X,Z,-0.27
19,29,Y,X,-0.36
19,29,Y,Y,-0.54
19,29,Y,Z,0.36
19,29,Z,X,0.0
19,29,Z,Y,0.0
19,29,Z,Z,0.72
20,21,X,X,-0.09
20,21,X,Y,0.27
20,21,X,Z,-0.27
20,21,Y,X,0.18
20,21,Y,Y,-0.09
20,21,Y,Z,0.09
20,21,Z,X,0.27
20,21,Z,Y,0.45
20,21,Z,Z,1.17
20,22,X,X,0.18
20,22,X,Y,0.63
20,22,X,Z,0.36
20,22,Y,X,0.27
20,22,Y,Y,0.09
20,22,Y,Z,0.0
20,22,Z,X,0.27
20,22,Z,Y,0.54
20,22,Z,Z,1.08
20,23,X,X,-0.09
20,23,X,Y,0.09
20,23,X,Z,-0.45
20,23,Y,X,0.0
20,23,Y,Y,0.09
20,23,Y,Z,-0.09
20,23,Z,X,-0.36
20,23,Z,Y,0.0
20,23,Z,Z,1.17
20,24,X,X,-0.09
20,24,X,Y,-0.27
20,24,X,Z,-0.09
20,24,Y,X,0.27
20,24,Y,Y,0.09
20,24,Y,Z,0.18
20,24,Z,X,-0.27
20,24,Z,Y,0.27
20,24,Z,Z,1.17
20,25,X,X,-0.63
20,25,X,Y,-0.27
20,25,X,Z,-0.09
20,25,Y,X,-0.09
20,25,Y,Y,-0.63
20,25,Y,Z,0.54
20,25,Z,X,-0.09
20,25,Z,Y,-0.54
20,25,Z,Z,1.08
20,26,X,X,0.09
20,26,X,Y,0.09
20,26,X,Z,-0.45
20,26,Y,X,-0.18
20,26,Y,Y,0.27
20,26,Y,Z,0.09
20,26,Z,X,-0.18
20,26,Z,Y,-0.18
20,26,Z,Z,1.35
20,27,X,X,0.0
20,27,X,Y,-0.18
20,27,X,Z,0.27
20,27,Y,X,-0.27
20,27,Y,Y,0.45
20,27,Y,Z,-0.18
20,27,Z,X,-0.81
20,27,Z,Y,0.0
20,27,Z,Z,1.08
20,28,X,X,-0.36
20,28,X,Y,0.18
20,28,X,Z,-0.45
20,28,Y,X,0.0
20,28,Y,Y,-0.18
20,28,Y,Z,0.36
20,28,Z,X,-0.27
20,28,Z,Y,-0.45
20,28,Z,Z,0.63
20,29,X,X,0.27
20,29,X,Y,0.18
20,29,X,Z,0.0
20,29,Y,X,-0.09
20,29,Y,Y,0.09
20,29,Y,Z,-0.18
20,29,Z,X,0.09
20,29,Z,Y,-0.63
20,29,Z,Z,0.99
21,22,X,X,0.0
21,22,X,Y,-0.54
21,22,X,Z,0.0
21,22,Y,X,-0.09
21,22,Y,Y,0.18
21,22,Y,Z,0.18
21,22,Z,X,0.09
21,22,Z,Y,0.0
21,22,Z,Z,0.54
21,23,X,X,-0.18
21,23,X,Y,-0.09
21,23,X,Z,-0.27
21,23,Y,X,0.45
21,23,Y,Y,0.45
21,23,Y,Z,0.27
21,23,Z,X,0.0
21,23,Z,Y,-0.18
21,23,Z,Z,0.81
21,24,X,X,-0.09
21,24,X,Y,0.0
21,24,X,Z,-0.09
21,24,Y,X,-0.18
21,24,Y,Y,-0.27
21,24,Y,Z,0.36
21,24,Z,X,0.18
21,24,Z,Y,0.36
21,24,Z,Z,0.81
21,25,X,X,0.0
21,25,X,Y,-0.09
21,25,X,Z,-0.45
21,25,Y,X,0.18
21,25,Y,Y,-0.72
21,25,Y,Z,-0.09
21,25,Z,X,0.27
21,25,Z,Y,-0.63
21,25,Z,Z,0.63
21,26,X,X,0.0
21,26,X,Y,-0.18
21,26,X,Z,-0.18
21,26,Y,X,0.45
21,26,Y,Y,0.0
21,26,Y,Z,0.36
21,26,Z,X,0.36
21,26,Z,Y,-0.18
21,26,Z,Z,0.81
21,27,X,X,0.36
21,27,X,Y,0.09
21,27,X,Z,-0.45
21,27,Y,X,-0.18
21,27,Y,Y,0.18
21,27,Y,Z,0.63
21,27,Z,X,-0.54
21,27,Z,Y,0.18
21,27,Z,Z,0.63
21,28,X,X,-0.18
21,28,X,Y,-0.09
21,28,X,Z,-0.45
21,28,Y,X,0.45
21,28,Y,Y,-0.27
21,28,Y,Z,0.09
21,28,Z,X,-0.18
21,28,Z,Y,-0.09
21,28,Z,Z,0.72
21,29,X,X,-0.18
21,29,X,Y,0.27
21,29,X,Z,-0.09
21,29,Y,X,0.27
21,29,Y,Y,0.18
21,29,Y,Z,0.18
21,29,Z,X,-0.36
21,29,Z,Y,0.27
21,29,Z,Z,0.72
22,23,X,X,-0.45
22,23,X,Y,-0.09
22,23,X,Z,0.72
22,23,Y,X,-0.36
22,23,Y,Y,0.18
22,23,Y,Z,0.18
22,23,Z,X,-0.18
22,23,Z,Y,-0.27
22,23,Z,Z,0.81
22,24,X,X,-0.18
22,24,X,Y,0.09
22,24,X,Z,0.45
22,24,Y,X,0.36
22,24,Y,Y,0.18
22,24,Y,Z,0.18
22,24,Z,X,0.09
22,24,Z,Y,0.36
22,24,Z,Z,0.99
22,25,X,X,0.0
22,25,X,Y,-0.27
22,25,X,Z,0.09
22,25,Y,X,-0.18
22,25,Y,Y,-0.18
22,25,Y,Z,-0.18
22,25,Z,X,0.27
22,25,Z,Y,-0.27
22,25,Z,Z,0.9
22,26,X,X,0.18
22,26,X,Y,0.0
22,26,X,Z,0.54
22,26,Y,X,0.36
22,26,Y,Y,0.63
22,26,Y,Z,-0.09
22,26,Z,X,-0.27
22,26,Z,Y,-0.09
22,26,Z,Z,0.9
22,27,X,X,-0.09
22,27,X,Y,-0.36
22,27,X,Z,-0.27
22,27,Y,X,-0.45
22,27,Y,Y,0.45
22,27,Y,Z,-0.18
22,27,Z,X,-0.72
22,27,Z,Y,0.18
22,27,Z,Z,0.9
22,28,X,X,0.0
22,28,X,Y,0.45
22,28,X,Z,0.09
22,28,Y,X,-0.18
22,28,Y,Y,-0.09
22,28,Y,Z,-0.27
22,28,Z,X,-0.63
22,28,Z,Y,-0.09
22,28,Z,Z,0.72
22,29,X,X,0.0
22,29,X,Y,0.0
22,29,X,Z,-0.36
22,29,Y,X,0.45
22,29,Y,Y,-0.09
22,29,Y,Z,-0.36
22,29,Z,X,0.18
22,29,Z,Y,-0.27
22,29,Z,Z,0.27
23,24,X,X,-0.09
23,24,X,Y,0.0
23,24,X,Z,0.18
23,24,Y,X,-0.27
23,24,Y,Y,0.0
23,24,Y,Z,-0.09
23,24,Z,X,-0.09
23,24,Z,Y,0.45
23,24,Z,Z,1.17
23,25,X,X,0.63
23,25,X,Y,0.09
23,25,X,Z,0.09
23,25,Y,X,0.09
23,25,Y,Y,0.09
23,25,Y,Z,-0.18
23,25,Z,X,0.45
23,25,Z,Y,0.18
23,25,Z,Z,1.08
23,26,X,X,0.27
23,26,X,Y,0.0
23,26,X,Z,0.0
23,26,Y,X,0.36
23,26,Y,Y,0.27
23,26,Y,Z,-0.27
23,26,Z,X,0.36
23,26,Z,Y,0.27
23,26,Z,Z,1.44
23,27,X,X,0.54
23,27,X,Y,-0.27
23,27,X,Z,0.36
23,27,Y,X,0.27
23,27,Y,Y,-0.09
23,27,Y,Z,-0.36
23,27,Z,X,-0.81
23,27,Z,Y,-0.27
23,27,Z,Z,0.99
23,28,X,X,0.0
23,28,X,Y,0.18
23,28,X,Z,0.09
23,28,Y,X,0.54
23,28,Y,Y,-0.27
23,28,Y,Z,-0.45
23,28,Z,X,-0.09
23,28,Z,Y,-0.18
23,28,Z,Z,1.08
23,29,X,X,-0.18
23,29,X,Y,-0.18
23,29,X,Z,0.27
23,29,Y,X,-0.36
23,29,Y,Y,0.0
23,29,Y,Z,-0.18
23,29,Z,X,0.09
23,29,Z,Y,-0.18
23,29,Z,Z,0.72
24,25,X,X,0.09
24,25,X,Y,-0.27
24,25,X,Z,-0.09
24,25,Y,X,0.36
24,25,Y,Y,0.0
24,25,Y,Z,0.27
24,25,Z,X,0.18
24,25,Z,Y,-0.09
24,25,Z,Z,1.17
24,26,X,X,-0.18
24,26,X,Y,0.09
24,26,X,Z,-0.18
24,26,Y,X,0.27
24,26,Y,Y,0.0
24,26,Y,Z,0.18
24,26,Z,X,0.0
24,26,Z,Y,-0.09
24,26,Z,Z,1.35
24,27,X,X,-0.09
24,27,X,Y,0.27
24,27,X,Z,-0.45
24,27,Y,X,-0.45
24,27,Y,Y,0.18
24,27,Y,Z,0.18
24,27,Z,X,-0.72
24,27,Z,Y,0.0
24,27,Z,Z,0.9
24,28,X,X,-0.18
24,28,X,Y,-0.63
24,28,X,Z,-0.36
24,28,Y,X,-0.63
24,28,Y,Y,0.09
24,28,Y,Z,0.09
24,28,Z,X,-0.18
24,28,Z,Y,-0.09
24,28,Z,Z,1.17
24,29,X,X,0.27
24,29,X,Y,-0.09
24,29,X,Z,-0.27
24,29,Y,X,-0.09
24,29,Y,Y,0.27
24,29,Y,Z,0.09
24,29,Z,X,-0.45
24,29,Z,Y,-0.9
24,29,Z,Z,0.63
25,26,X,X,0.09
25,26,X,Y,-0.18
25,26,X,Z,0.36
25,26,Y,X,-0.18
25,26,Y,Y,0.18
25,26,Y,Z,0.0
25,26,Z,X,-0.36
25,26,Z,Y,0.36
25,26,Z,Z,0.99
25,27,X,X,-0.27
25,27,X,Y,-0.09
25,27,X,Z,0.27
25,27,Y,X,0.0
25,27,Y,Y,-0.45
25,27,Y,Z,-0.09
25,27,Z,X,-0.81
25,27,Z,Y,-0.09
25,27,Z,Z,1.17
25,28,X,X,0.63
25,28,X,Y,0.0
25,28,X,Z,0.18
25,28,Y,X,-0.45
25,28,Y,Y,-0.27
25,28,Y,Z,0.0
25,28,Z,X,-0.27
25,28,Z,Y,-0.54
25,28,Z,Z,1.26
25,29,X,X,-0.18
25,29,X,Y,0.0
25,29,X,Z,-0.45
25,29,Y,X,0.18
25,29,Y,Y,-0.45
25,29,Y,Z,0.27
25,29,Z,X,-0.09
25,29,Z,Y,0.09
25,29,Z,Z,0.99
26,27,X,X,0.18
26,27,X,Y,0.27
26,27,X,Z,0.18
26,27,Y,X,-0.09
26,27,Y,Y,0.09
26,27,Y,Z,0.0
26,27,Z,X,-1.17
26,27,Z,Y,-0.09
26,27,Z,Z,0.81
26,28,X,X,0.09
26,28,X,Y,-0.09
26,28,X,Z,0.09
26,28,Y,X,0.18
26,28,Y,Y,0.09
26,28,Y,Z,0.09
26,28,Z,X,0.18
26,28,Z,Y,-0.09
26,28,Z,Z,0.9
26,29,X,X,0.0
26,29,X,Y,0.18
26,29,X,Z,-0.45
26,29,Y,X,0.0
26,29,Y,Y,0.0
26,29,Y,Z,0.18
26,29,Z,X,-0.27
26,29,Z,Y,-0.36
26,29,Z,Z,0.9
27,28,X,X,-0.09
27,28,X,Y,-0.09
27,28,X,Z,-0.36
27,28,Y,X,0.09
27,28,Y,Y,-0.18
27,28,Y,Z,-0.54
27,28,Z,X,-0.81
27,28,Z,Y,-0.54
27,28,Z,Z,0.9
27,29,X,X,-0.09
27,29,X,Y,-0.09
27,29,X,Z,-0.36
27,29,Y,X,0.45
27,29,Y,Y,0.18
27,29,Y,Z,-0.36
27,29,Z,X,-0.09
27,29,Z,Y,0.09
27,29,Z,Z,0.99
28,29,X,X,0.0
28,29,X,Y,-0.18
28,29,X,Z,-0.27
28,29,Y,X,0.45
28,29,Y,Y,-0.27
28,29,Y,Z,-0.27
28,29,Z,X,-0.18
28,29,Z,Y,-0.09
28,29,Z,Z,0.99
